Name,Facility_ID,Category,BusinessStatus,BusinessStatusDetail,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
현대동물병원,521000001019900002,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 성산리 68-8,경상북도 성주군 성주읍 성주순환로 271-2,40031,269515.893328599,316597.335543998,,1990-09-21,,2025-12-15 16:15:28
청솔동물병원,521000001019960001,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 예산리 344-6 31통,경상북도 성주군 성주읍 성주읍4길 42,40026,269818.8718078,316156.880909664,,1996-03-21,,2025-12-15 16:15:28
화성동물병원,521000001020060001,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 경산리 685-6,경상북도 성주군 성주읍 시장길 6,40027,269388.984297323,316033.415095398,,2006-02-03,,2025-12-15 16:15:28
강주혁동물병원,521000001020090001,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 성산리 539-14 명작하이츠,"경상북도 성주군 성주읍 성주로 3294-26, 명작하이츠",40031,269242.360236245,316612.044615261,,2009-07-07,,2025-12-15 16:15:28
지누동물병원,521000001020180001,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 예산리 855,경상북도 성주군 성주읍 성주순환로4길 33-6,40021,,,,2018-05-28,,2025-12-15 16:15:28
유은동물병원,521000001020180002,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 백전리 718 미라벨A,"경상북도 성주군 성주읍 성주순환로1길 8-30, 미라벨A 1층",40022,,,,2018-05-28,,2025-12-15 16:15:28
바른길동물병원,521000001020210001,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 성산리 2092-7 노블레스,"경상북도 성주군 성주읍 성주읍1길 24-1, 노블레스 1층",40030,269600.262833036,316400.844695603,,2021-12-21,,2025-12-15 16:15:28
마음편한동물메디컬센터,521000001020210002,5210000,영업/정상,정상,경상북도,성주군,성주군,경상북도 성주군 성주읍 예산리 860,"경상북도 성주군 성주읍 성주순환로2길 41, 1층",40021,,,054-931-7582,2021-12-24,,2025-12-15 16:15:28
제일가축병원,522000001019850001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 왜관읍 왜관리 207-34,경상북도 칠곡군 왜관읍 2번도로길 121,,278472.178476435,325895.984244336,,1985-12-30,,2025-12-15 16:15:28
다솜동물병원,522000001020040001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 왜관읍 왜관리 298-1,경상북도 칠곡군 왜관읍 중앙로 136,39898,277175.649079919,326143.30409437,,2004-06-17,,2025-12-15 16:15:28
미래동물병원,522000001020090001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 왜관읍 왜관리 376-3,경상북도 칠곡군 왜관읍 평장4길 13,39901,277257.948972325,326920.748001393,,2009-10-01,,2025-12-15 16:15:28
임프로동물병원,522000001020100001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 가산면 석우리 576,경상북도 칠곡군 가산면 경북대로 1775-5,,,,,2010-09-10,,2025-12-15 16:15:28
석적동물병원,522000001020120001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 석적읍 중리 90-3,경상북도 칠곡군 석적읍 북중리3길 45,39839,287422.347623863,327013.584807843,054-972-8275,2012-06-15,,2025-12-15 16:15:28
왜관동물병원,522000001020120003,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 왜관읍 왜관리 211-5,"경상북도 칠곡군 왜관읍 2번도로길 78, 1층",39886,278043.927306887,325956.854724155,054-977-7365,2012-09-10,,2025-12-15 16:15:28
DK동물병원,522000001020150001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 동명면 금암리 1364-130,경상북도 칠곡군 동명면 동명팔거천1길 44,39858,277594.635984545,339923.954900711,,2015-12-04,,2025-12-15 16:15:28
어울림 동물병원,522000001020160001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 석적읍 중리 137-10,경상북도 칠곡군 석적읍 장곡길 119,39838,287062.949896857,326745.533821376,054-975-7579,2016-04-12,,2025-12-15 16:15:28
25세 동물병원,522000001020210001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 왜관읍 석전리 536-8,경상북도 칠곡군 왜관읍 석전로7길 1,39878,278744.043561684,326928.438655053,054-974-0975,2021-05-18,,2025-12-15 16:15:28
임수의과병원,522000001020210002,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 가산면 송학리 224,"경상북도 칠곡군 가산면 송신로 243, 2층",39850,,,,2021-08-04,,2025-12-15 16:15:28
바른동물병원,522000001020220001,5220000,영업/정상,정상,경상북도,칠곡군,칠곡군,경상북도 칠곡군 왜관읍 석전리 706-41,경상북도 칠곡군 왜관읍 석전로10길 92,39880,278312.716237134,326750.524804878,,2022-03-24,,2025-12-15 16:15:28
조재환 동물병원,523000001020030005,5230000,영업/정상,정상,경상북도,예천군,예천군,경상북도 예천군 예천읍 남본리 218-1,"경상북도 예천군 예천읍 중앙로 72, 202호",36829,351156.820691645,330076.085943761,,1990-12-21,,2026-03-10 21:32:15
서울동물병원,523000001020030006,5230000,영업/정상,정상,경상북도,예천군,예천군,경상북도 예천군 예천읍 남본리 222-77 서울동물병원,"경상북도 예천군 예천읍 맛고을길 18, 서울동물병원",36828,351403.921519157,329650.517618587,054-652-5522,1991-04-09,,2026-03-10 21:32:16
손 동물병원,523000001020030007,5230000,영업/정상,정상,경상북도,예천군,예천군,경상북도 예천군 풍양면 낙상리 146-13,경상북도 예천군 풍양면 낙상1길 82,36865,334996.075104061,316229.1939002,,1994-03-24,,2026-03-10 21:32:17
대관령 가축병원,523000001020030011,5230000,영업/정상,정상,경상북도,예천군,예천군,경상북도 예천군 예천읍 남본리 222-139,경상북도 예천군 예천읍 시장로 81,36828,351470.080556552,329862.11049978,,1984-04-02,,2026-03-10 21:32:19
예천축산농협 동물병원,523000001020030012,5230000,영업/정상,정상,경상북도,예천군,예천군,경상북도 예천군 예천읍 청복리 842,경상북도 예천군 예천읍 구남골길 9,36829,,,054-652-8515,1996-09-05,,2026-03-10 21:32:19
봄날동물병원,314000001020200001,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 목동 753-12,"서울특별시 양천구 목동중앙로 89, 1층 (목동)",07961,448342.943184802,188605.762730565,02-6949-0413,2020-04-10,,2025-12-15 16:15:28
산책동물병원,314000001020200003,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 신정동 324-7 대림아크로빌 102호,"서울특별시 양천구 목동서로 401, 1층 102호 (신정동, 대림아크로빌)",08092,445920.374891605,187518.093591416,02-2653-3335,2020-07-23,,2025-12-15 16:15:28
정말로내과동물병원,314000001020210001,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 신월동 559-7,"서울특별시 양천구 신월로10길 22, 2층 (신월동)",08065,445910.803771191,185860.979146266,02-2691-8119,2021-08-20,,2025-12-15 16:15:28
신월라온동물의료센터,314000001020210002,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 신월동 536-6 1층,"서울특별시 양천구 신월로 179, 1층 (신월동)",08030,446339.972046325,186052.170748482,02-2694-7575,2021-08-25,,2025-12-15 16:15:28
24시월드펫동물메디컬센터,314000001020220001,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 신월동 602-1,서울특별시 양천구 신월로 208(신월동),08063,446486.385297147,186262.212835837,02-2698-7582,2022-07-21,,2025-12-15 16:15:28
상상동물병원,314000001020230001,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 신정동 319 우림필유 102호,"서울특별시 양천구 목동서로 295, 1층 102호 (신정동, 우림필유)",08013,,,02-2038-8877,2023-02-27,,2025-12-15 16:15:28
공원옆동물의료센터,314000001020230002,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 신정동 321-6 센트럴프라자 203호,"서울특별시 양천구 목동서로 349, 센트럴프라자 203호 (신정동)",08095,446149.197185122,188039.543424546,02-2650-8275,2023-03-24,,2025-12-15 16:15:28
펫사랑동물병원,314000001020230003,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 목동 917-6 중소기업유통센터(행복한백화점),"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) 지하2층 (목동)",07997,447466.355031447,188977.171050288,02-2062-7982,2023-06-01,,2025-12-15 16:15:28
24시 로운동물의료센터,314000001020230004,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 목동 807-1,"서울특별시 양천구 등촌로 10, 1~2층 (목동)",07966,447620.266190948,187932.730876252,02-6953-7576,2023-09-07,,2025-12-15 16:15:28
한국고양이혈액센터,314000001020240001,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 신월동 456-8,"서울특별시 양천구 중앙로 349, 2층 (신월동)",07933,447197.797629393,186583.853430927,02-544-7975,2024-07-05,,2025-12-15 16:15:28
클로버동물병원,314000001020250001,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 신정동 1267 뉴프라자,"서울특별시 양천구 신정로 312, 뉴프라자 115호 (신정동)",08106,,,,2025-04-24,,2025-12-15 16:15:28
목동찬동물의료센터,314000001020250002,3140000,영업/정상,정상,서울특별시,양천구,양천구,서울특별시 양천구 목동 406-293,"서울특별시 양천구 오목로 285, 1층 (목동)",07993,447056.174139728,188362.123149396,02-2038-8119,2025-06-02,,2025-12-15 16:15:28
시온동물병원,315000001019950001,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 46-236,서울특별시 강서구 까치산로 74 (화곡동),07677,449230.298165734,186436.551634577,26929290,1995-05-27,,2025-12-15 16:15:28
SKY동물병원,315000001020000001,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 방화동 259 23통8반 대림아파트 208동 801호,"서울특별시 강서구 양천로 72 (방화동, 해성빌딩)",07604,,,26665667,2000-06-20,,2025-12-15 16:15:28
용봉동물병원,315000001020020001,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 349-23 21통2반,"서울특별시 강서구 강서로17길 20 (화곡동, 용봉동물병원)",07769,447881.317300911,186195.351584525,26030781,2002-12-05,,2025-12-15 16:15:28
황하동물병원,315000001020020003,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 방화동,"서울특별시 강서구 금낭화로 52 (방화동, 세성빌딩)",07607,,,26647773,2002-12-05,,2025-12-15 16:15:28
박동물병원,315000001020020007,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 내발산동 655-12,"서울특별시 강서구 강서로 333, 104호 105호 (내발산동)",07632,450368.363433796,185521.368171349,36655982,2002-12-05,,2025-12-15 16:15:28
고득영동물병원,315000001020020008,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 861-8 9통2반,"서울특별시 강서구 곰달래로 199 (화곡동, 고득영동물병원)",07749,447697.851916315,187118.34741588,26080973,2002-12-05,,2025-12-15 16:15:28
우장동물병원,315000001020020009,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 904 8통8반 목동신시가지아파트 405동 805호,"서울특별시 강서구 화곡로 143 (화곡동, 충효빌딩)",07714,,,26027582,2002-12-05,,2025-12-15 16:15:28
강서동물병원,315000001020020011,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 421-23,"서울특별시 강서구 곰달래로15길 46 (화곡동, 강서동물병원)",07771,447787.148406951,185747.731504051,26915900,2002-12-05,,2025-12-15 16:15:28
미래동물병원,315000001020020013,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 425-1 8통6반 청구빌라 301호,"서울특별시 강서구 강서로 45 (화곡동, 미래동물병원)",07774,447597.645520329,185891.098820069,26080234,2002-12-05,,2025-12-15 16:15:28
염창제일동물병원,315000001020020014,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 염창동 244-26,"서울특별시 강서구 양천로 651, 1층 (염창동)",07544,450097.964880696,188426.376682991,36657582,2002-12-05,,2025-12-15 16:15:28
서울플러스종합동물병원,315000001020020019,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 772-71 신진통상빌딩,"서울특별시 강서구 등촌로 55, 신진통상빌딩 (화곡동)",07741,448071.203005256,187845.607491496,26527515,2002-12-13,,2025-12-15 16:15:28
해맑은동물병원,315000001020030004,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 가양동 1480-5 10통7반 이스타빌1 502호,"서울특별시 강서구 양천로57길 10-20 (가양동, 이스타빌Ⅰ)",07526,451159.513463994,186943.885592447,36637584,2003-01-15,,2025-12-15 16:15:28
대한동물병원,315000001020030005,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 화곡동 1059-51,"서울특별시 강서구 화곡로 205 (화곡동, 대한동물병원)",07696,449079.669875309,186065.975239861,26944821,2008-06-04,,2025-12-15 16:15:28
24시아프리카동물메디컬센터,315000001020040003,3150000,영업/정상,정상,서울특별시,강서구,강서구,서울특별시 강서구 등촌동 24통7반 우장산롯데캐슬 307동 1003호,"서울특별시 강서구 공항대로 335 (등촌동, 경왕빌딩)",07590,,,36657975,2004-02-25,,2025-12-15 16:15:28
